53.3244,-1.9947,Toddbrook,1,180,"1,288",British Waterways Board
53.3827,-1.3011,Ulley,1,146,582,Rotherham MBC
51.3362,-2.6186,Chew Valley Lake,1,64,"20,457",Bristol Waterworks Company
52.2734,-3.685,Claerwen,3,68,"48,307",Welsh Water
57.4188,-5.107,Loch Monar,5,58,818,Trustees of Lairdmannoch Trust
57.066,-5.2888,Quoich,2,64,"382,800",Scottish Hydro Electric
52.9801,-3.9888,Stwlan,4,58,"2,010",National Grid
55.5278,-5.618,Strathduie Water,5,68,"7,700",Scottish Hydro Electric
